Transaction_ID,Sale_Date,Region,Product_Division,Product_Name,Units_Sold,Unit_Price_USD,Total_Revenue_USD
1096,2024-12-31,North America,Audio Equipment,Keyboard,5,17024.46,85122.3
1097,2025-01-01,North America,Audio Equipment,Piano,3,2003.26,6009.78
1098,2025-01-02,Asia-Pacific,Musical Instruments,Piano,3,14756.17,44268.51
1099,2025-01-03,India,Audio Equipment,Outboard Motor,2,5473.47,10946.94
1100,2025-01-04,Europe,Motorcycles,Outboard Motor,2,15583.19,31166.38
1101,2025-01-05,Asia-Pacific,Audio Equipment,Outboard Motor,11,5280.48,58085.28
1102,2025-01-06,Japan,Musical Instruments,MT-15,14,5708.9,79924.6
1103,2025-01-07,India,Motorcycles,R15,8,4339.04,34712.32
1104,2025-01-08,North America,Musical Instruments,AV Receiver,7,10837.8,75864.6
1105,2025-01-09,North America,Marine Products,Keyboard,7,10611.68,74281.76
1106,2025-01-10,Asia-Pacific,Musical Instruments,R15,14,9482.2,132750.8
1107,2025-01-11,Japan,Musical Instruments,AV Receiver,3,8376.55,25129.65
1108,2025-01-12,Asia-Pacific,Audio Equipment,AV Receiver,13,12936.53,168174.89
1109,2025-01-13,Japan,Motorcycles,Outboard Motor,1,3037.98,3037.98
1110,2025-01-14,Asia-Pacific,Audio Equipment,FZ-S,8,8060.42,64483.36
1111,2025-01-15,Europe,Marine Products,MT-15,5,7066.24,35331.2
1112,2025-01-16,Asia-Pacific,Audio Equipment,MT-15,14,5902.92,82640.88
1113,2025-01-17,Europe,Motorcycles,MT-15,10,11229.82,112298.2
1114,2025-01-18,Japan,Motorcycles,R15,1,10048.48,10048.48
1115,2025-01-19,Japan,Musical Instruments,Keyboard,7,11447.16,80130.12
1116,2025-01-20,Europe,Audio Equipment,Guitar,5,2882.98,14414.9
1117,2025-01-21,North America,Audio Equipment,Keyboard,3,14469.55,43408.65
1118,2025-01-22,India,Motorcycles,Keyboard,6,11463.72,68782.32
1119,2025-01-23,Asia-Pacific,Marine Products,Keyboard,10,7926.27,79262.7
1120,2025-01-24,Europe,Motorcycles,Keyboard,13,3849.26,50040.38
1121,2025-01-25,Asia-Pacific,Marine Products,R15,1,1504.28,1504.28
1122,2025-01-26,India,Audio Equipment,Outboard Motor,12,17448.86,209386.32
1123,2025-01-27,North America,Marine Products,AV Receiver,8,4852.15,38817.2
1124,2025-01-28,Japan,Audio Equipment,AV Receiver,4,13388.49,53553.96
1125,2025-01-29,North America,Musical Instruments,Piano,10,14974.89,149748.9
1126,2025-01-30,India,Motorcycles,MT-15,1,4994.73,4994.73
1127,2025-01-31,Japan,Marine Products,AV Receiver,11,5589.84,61488.24
1128,2025-02-01,Europe,Musical Instruments,AV Receiver,13,7470.38,97114.94
1129,2025-02-02,North America,Marine Products,AV Receiver,1,10297.43,10297.43
1130,2025-02-03,North America,Audio Equipment,Keyboard,7,7730.91,54116.37
1131,2025-02-04,India,Marine Products,Keyboard,7,5099.09,35693.63
1132,2025-02-05,Asia-Pacific,Audio Equipment,AV Receiver,8,10759.56,86076.48
1133,2025-02-06,Japan,Audio Equipment,R15,10,17278.8,172788.0
1134,2025-02-07,Asia-Pacific,Audio Equipment,FZ-S,7,6678.29,46748.03
1135,2025-02-08,India,Marine Products,MT-15,8,1170.21,9361.68
1136,2025-02-09,India,Motorcycles,Keyboard,3,7499.93,22499.79
1137,2025-02-10,Asia-Pacific,Motorcycles,Piano,7,12261.57,85830.99
1138,2025-02-11,Europe,Motorcycles,Piano,4,477.05,1908.2
1139,2025-02-12,North America,Audio Equipment,Guitar,11,4302.35,47325.85
1140,2025-02-13,Europe,Audio Equipment,MT-15,8,17470.13,139761.04
1141,2025-02-14,Japan,Marine Products,Outboard Motor,11,7371.97,81091.67
1142,2025-02-15,Japan,Audio Equipment,MT-15,9,13576.1,122184.9
1143,2025-02-16,North America,Motorcycles,Keyboard,9,5932.74,53394.66
1144,2025-02-17,Europe,Audio Equipment,Outboard Motor,4,11208.07,44832.28
1145,2025-02-18,North America,Musical Instruments,Piano,13,998.8,12984.4
1146,2025-02-19,Japan,Marine Products,R15,14,6317.44,88444.16
1147,2025-02-20,India,Marine Products,AV Receiver,14,1050.38,14705.32
1148,2025-02-21,North America,Marine Products,Guitar,8,15953.66,127629.28
1149,2025-02-22,Asia-Pacific,Marine Products,Outboard Motor,11,12368.02,136048.22
1150,2025-02-23,Asia-Pacific,Musical Instruments,AV Receiver,8,1988.29,15906.32
1151,2025-02-24,Europe,Marine Products,AV Receiver,4,11340.08,45360.32
1152,2025-02-25,North America,Musical Instruments,R15,9,11462.27,103160.43
1153,2025-02-26,Europe,Audio Equipment,MT-15,14,1742.42,24393.88
1154,2025-02-27,Asia-Pacific,Audio Equipment,R15,13,7720.89,100371.57
1155,2025-02-28,Japan,Marine Products,AV Receiver,11,11947.68,131424.48
1156,2025-03-01,Europe,Motorcycles,AV Receiver,13,8348.44,108529.72
1157,2025-03-02,North America,Musical Instruments,AV Receiver,10,17600.87,176008.7
1158,2025-03-03,Europe,Motorcycles,Outboard Motor,8,210.79,1686.32
1159,2025-03-04,Europe,Marine Products,FZ-S,2,6321.12,12642.24
1160,2025-03-05,Japan,Audio Equipment,MT-15,3,5948.29,17844.87
1161,2025-03-06,Europe,Marine Products,AV Receiver,2,11531.4,23062.8
1162,2025-03-07,India,Musical Instruments,R15,1,5979.92,5979.92
1163,2025-03-08,Europe,Musical Instruments,Keyboard,12,950.51,11406.12
1164,2025-03-09,North America,Motorcycles,Keyboard,3,838.9,2516.7
1165,2025-03-10,India,Motorcycles,Guitar,9,17470.72,157236.48
1166,2025-03-11,India,Musical Instruments,Keyboard,9,2010.98,18098.82
1167,2025-03-12,Asia-Pacific,Audio Equipment,Keyboard,10,9008.5,90085.0
1168,2025-03-13,North America,Audio Equipment,Keyboard,7,5806.68,40646.76
1169,2025-03-14,Japan,Audio Equipment,R15,10,5165.13,51651.3
1170,2025-03-15,Asia-Pacific,Motorcycles,FZ-S,6,13036.42,78218.52
1171,2025-03-16,Asia-Pacific,Audio Equipment,FZ-S,2,11119.32,22238.64
1172,2025-03-17,India,Audio Equipment,AV Receiver,4,3290.77,13163.08
1173,2025-03-18,Europe,Marine Products,R15,11,10303.29,113336.19
1174,2025-03-19,North America,Motorcycles,FZ-S,3,12371.15,37113.45
1175,2025-03-20,Europe,Musical Instruments,MT-15,4,14951.75,59807.0
1176,2025-03-21,India,Audio Equipment,Keyboard,2,13344.51,26689.02
1177,2025-03-22,Asia-Pacific,Musical Instruments,Keyboard,14,9978.25,139695.5
1178,2025-03-23,Asia-Pacific,Motorcycles,R15,9,15614.83,140533.47
1179,2025-03-24,Japan,Musical Instruments,R15,13,12477.38,162205.94
1180,2025-03-25,Europe,Musical Instruments,FZ-S,6,11225.31,67351.86
1181,2025-03-26,India,Marine Products,Outboard Motor,4,10970.69,43882.76
1182,2025-03-27,Japan,Musical Instruments,Guitar,2,3570.15,7140.3
1183,2025-03-28,Asia-Pacific,Musical Instruments,AV Receiver,4,6119.83,24479.32
1184,2025-03-29,Japan,Motorcycles,R15,2,8219.97,16439.94
1185,2025-03-30,Europe,Audio Equipment,FZ-S,4,6063.55,24254.2
1186,2025-03-31,Asia-Pacific,Marine Products,Piano,7,9138.45,63969.15
1187,2025-04-01,North America,Audio Equipment,FZ-S,12,3122.2,37466.4
1188,2025-04-02,Europe,Motorcycles,FZ-S,6,4041.55,24249.3
1189,2025-04-03,India,Audio Equipment,R15,2,5591.06,11182.12
1190,2025-04-04,Europe,Marine Products,AV Receiver,11,9152.24,100674.64
1191,2025-04-05,North America,Audio Equipment,Outboard Motor,11,6453.38,70987.18
1192,2025-04-06,Europe,Marine Products,Outboard Motor,14,10115.95,141623.3
1193,2025-04-07,North America,Audio Equipment,AV Receiver,14,10988.67,153841.38
1194,2025-04-08,North America,Marine Products,MT-15,13,2012.2,26158.6
1195,2025-04-09,Asia-Pacific,Motorcycles,AV Receiver,11,7445.61,81901.71
1196,2025-04-10,North America,Marine Products,R15,4,2876.37,11505.48
1197,2025-04-11,North America,Musical Instruments,MT-15,1,255.29,255.29
1198,2025-04-12,Asia-Pacific,Audio Equipment,AV Receiver,3,8303.6,24910.8
1199,2025-04-13,North America,Marine Products,R15,9,5441.15,48970.35
1200,2025-04-14,Japan,Marine Products,Guitar,13,4632.34,60220.42
1201,2025-04-15,Europe,Motorcycles,FZ-S,3,9188.31,27564.93
1202,2025-04-16,Japan,Musical Instruments,R15,9,6689.31,60203.79
1203,2025-04-17,North America,Motorcycles,FZ-S,14,5654.46,79162.44
1204,2025-04-18,India,Motorcycles,Outboard Motor,12,10424.42,125093.04
1205,2025-04-19,North America,Motorcycles,R15,13,17945.39,233290.07
1206,2025-04-20,Europe,Musical Instruments,Outboard Motor,3,1624.2,4872.6
1207,2025-04-21,Japan,Musical Instruments,Keyboard,8,14432.04,115456.32
1208,2025-04-22,India,Audio Equipment,R15,8,3765.27,30122.16
1209,2025-04-23,Japan,Marine Products,Outboard Motor,1,9984.02,9984.02
1210,2025-04-24,India,Motorcycles,Outboard Motor,11,6461.4,71075.4
1211,2025-04-25,Japan,Marine Products,Guitar,11,12425.81,136683.91
1212,2025-04-26,Asia-Pacific,Musical Instruments,AV Receiver,6,5510.59,33063.54
1213,2025-04-27,North America,Marine Products,MT-15,1,1268.38,1268.38
1214,2025-04-28,Japan,Musical Instruments,FZ-S,6,1896.47,11378.82
1215,2025-04-29,North America,Audio Equipment,R15,7,17156.61,120096.27
1216,2025-04-30,Europe,Audio Equipment,Guitar,6,8059.83,48358.98
1217,2025-05-01,Japan,Motorcycles,R15,8,17092.48,136739.84
1218,2025-05-02,Japan,Audio Equipment,R15,10,13330.89,133308.9
1219,2025-05-03,India,Musical Instruments,FZ-S,14,6182.83,86559.62
1220,2025-05-04,India,Marine Products,FZ-S,6,1011.98,6071.88
1221,2025-05-05,Europe,Audio Equipment,Piano,14,5509.27,77129.78
1222,2025-05-06,North America,Marine Products,Keyboard,13,745.27,9688.51
1223,2025-05-07,North America,Musical Instruments,Piano,14,2196.1,30745.4
1224,2025-05-08,Europe,Musical Instruments,Outboard Motor,10,4916.73,49167.3
1225,2025-05-09,Europe,Marine Products,Outboard Motor,14,4335.93,60703.02
1226,2025-05-10,India,Motorcycles,AV Receiver,4,12144.78,48579.12
1227,2025-05-11,Asia-Pacific,Marine Products,R15,7,3678.38,25748.66
1228,2025-05-12,Europe,Audio Equipment,AV Receiver,11,2531.52,27846.72
1229,2025-05-13,Europe,Marine Products,FZ-S,3,15762.29,47286.87
1230,2025-05-14,India,Musical Instruments,Piano,8,1986.39,15891.12
1231,2025-05-15,India,Audio Equipment,AV Receiver,10,6731.01,67310.1
1232,2025-05-16,Japan,Marine Products,FZ-S,1,245.73,245.73
1233,2025-05-17,India,Marine Products,FZ-S,8,14852.35,118818.8
1234,2025-05-18,North America,Audio Equipment,MT-15,6,14669.5,88017.0
1235,2025-05-19,North America,Musical Instruments,Outboard Motor,5,11165.28,55826.4
1236,2025-05-20,North America,Musical Instruments,Guitar,12,4713.25,56559.0
1237,2025-05-21,North America,Marine Products,AV Receiver,12,6506.86,78082.32
1238,2025-05-22,India,Musical Instruments,Piano,12,13459.62,161515.44
1239,2025-05-23,Europe,Musical Instruments,Keyboard,7,12785.9,89501.3
1240,2025-05-24,Asia-Pacific,Musical Instruments,Guitar,5,12821.29,64106.45
1241,2025-05-25,North America,Marine Products,Piano,12,9483.26,113799.12
1242,2025-05-26,Japan,Motorcycles,Keyboard,2,2512.59,5025.18
1243,2025-05-27,India,Marine Products,Guitar,14,7292.81,102099.34
1244,2025-05-28,Europe,Motorcycles,Guitar,10,8145.11,81451.1
1245,2025-05-29,Japan,Marine Products,FZ-S,5,1818.89,9094.45
1246,2025-05-30,Japan,Marine Products,Guitar,12,9373.91,112486.92
1247,2025-05-31,Japan,Audio Equipment,FZ-S,10,1825.99,18259.9
1248,2025-06-01,Japan,Marine Products,R15,3,6695.32,20085.96
1249,2025-06-02,Japan,Audio Equipment,Keyboard,11,2610.44,28714.84
1250,2025-06-03,Europe,Musical Instruments,Outboard Motor,1,5581.55,5581.55
1251,2025-06-04,India,Musical Instruments,Outboard Motor,13,9425.58,122532.54
1252,2025-06-05,India,Marine Products,AV Receiver,8,7179.39,57435.12
1253,2025-06-06,Japan,Marine Products,Keyboard,5,3831.6,19158.0
1254,2025-06-07,India,Marine Products,Guitar,4,16470.74,65882.96
1255,2025-06-08,Japan,Marine Products,Outboard Motor,13,1667.49,21677.37
1256,2025-06-09,India,Musical Instruments,R15,8,9883.93,79071.44
1257,2025-06-10,India,Motorcycles,R15,10,15428.77,154287.7
1258,2025-06-11,Japan,Motorcycles,Piano,2,15832.56,31665.12
1259,2025-06-12,Japan,Motorcycles,Keyboard,10,16951.82,169518.2
1260,2025-06-13,Europe,Musical Instruments,Outboard Motor,1,5661.38,5661.38
1261,2025-06-14,Japan,Marine Products,FZ-S,10,3364.61,33646.1
1262,2025-06-15,Asia-Pacific,Motorcycles,Piano,3,16202.62,48607.86
1263,2025-06-16,India,Marine Products,MT-15,9,9970.08,89730.72
1264,2025-06-17,India,Musical Instruments,FZ-S,11,11209.85,123308.35
1265,2025-06-18,North America,Audio Equipment,Outboard Motor,1,13539.93,13539.93
1266,2025-06-19,India,Motorcycles,MT-15,9,17923.44,161310.96
1267,2025-06-20,Europe,Audio Equipment,Piano,14,10443.21,146204.94
1268,2025-06-21,Asia-Pacific,Audio Equipment,Keyboard,11,4028.77,44316.47
1269,2025-06-22,Asia-Pacific,Musical Instruments,AV Receiver,12,11843.88,142126.56
1270,2025-06-23,Japan,Audio Equipment,MT-15,10,8439.11,84391.1
1271,2025-06-24,Japan,Motorcycles,Piano,2,12856.78,25713.56
1272,2025-06-25,Asia-Pacific,Motorcycles,Piano,3,5708.33,17124.99
1273,2025-06-26,Japan,Motorcycles,MT-15,3,2578.46,7735.38
1274,2025-06-27,Europe,Musical Instruments,AV Receiver,6,7689.07,46134.42
1275,2025-06-28,Japan,Marine Products,FZ-S,9,2454.43,22089.87
1276,2025-06-29,Japan,Motorcycles,Keyboard,10,2526.56,25265.6
1277,2025-06-30,North America,Musical Instruments,Guitar,14,3290.34,46064.76
1278,2025-07-01,Japan,Motorcycles,Piano,4,3320.44,13281.76
1279,2025-07-02,North America,Musical Instruments,R15,12,6780.78,81369.36
1280,2025-07-03,Europe,Marine Products,R15,12,12033.23,144398.76
1281,2025-07-04,Japan,Audio Equipment,Keyboard,12,10707.77,128493.24
1282,2025-07-05,Japan,Marine Products,Piano,5,4499.41,22497.05
1283,2025-07-06,Europe,Marine Products,R15,10,14559.83,145598.3
1284,2025-07-07,Europe,Marine Products,MT-15,3,534.9,1604.7
1285,2025-07-08,Europe,Motorcycles,Outboard Motor,9,13757.48,123817.32
1286,2025-07-09,Europe,Marine Products,Piano,14,15293.19,214104.66
1287,2025-07-10,Japan,Audio Equipment,Piano,12,2262.58,27150.96
1288,2025-07-11,Europe,Motorcycles,AV Receiver,7,10800.79,75605.53
1289,2025-07-12,Asia-Pacific,Marine Products,Outboard Motor,6,1277.01,7662.06
1290,2025-07-13,Japan,Audio Equipment,Guitar,7,6942.87,48600.09
1291,2025-07-14,Europe,Motorcycles,FZ-S,12,1865.92,22391.04
1292,2025-07-15,Japan,Motorcycles,Guitar,13,2992.33,38900.29
1293,2025-07-16,Japan,Musical Instruments,Piano,10,17621.18,176211.8
1294,2025-07-17,Asia-Pacific,Audio Equipment,FZ-S,12,10430.7,125168.4
1295,2025-07-18,North America,Motorcycles,AV Receiver,7,10013.62,70095.34
1296,2025-07-19,Europe,Motorcycles,Guitar,12,899.39,10792.68
1297,2025-07-20,North America,Motorcycles,R15,8,4691.09,37528.72
1298,2025-07-21,Asia-Pacific,Audio Equipment,Outboard Motor,1,6139.51,6139.51
1299,2025-07-22,Japan,Musical Instruments,R15,1,8044.45,8044.45
1300,2025-07-23,Europe,Musical Instruments,R15,3,11572.08,34716.24
1301,2025-07-24,India,Musical Instruments,R15,9,9610.54,86494.86
1302,2025-07-25,North America,Audio Equipment,MT-15,1,2310.54,2310.54
1303,2025-07-26,North America,Motorcycles,Outboard Motor,6,3414.4,20486.4
1304,2025-07-27,Japan,Musical Instruments,AV Receiver,13,5597.67,72769.71
1305,2025-07-28,Japan,Marine Products,R15,3,9149.3,27447.9
1306,2025-07-29,Japan,Marine Products,Outboard Motor,10,12940.35,129403.5
1307,2025-07-30,India,Marine Products,FZ-S,7,785.38,5497.66
1308,2025-07-31,Asia-Pacific,Motorcycles,FZ-S,5,5481.55,27407.75
1309,2025-08-01,Japan,Audio Equipment,MT-15,8,3953.88,31631.04
1310,2025-08-02,Europe,Marine Products,Outboard Motor,8,11403.11,91224.88
1311,2025-08-03,North America,Motorcycles,MT-15,11,3219.54,35414.94
1312,2025-08-04,North America,Marine Products,MT-15,13,5595.34,72739.42
1313,2025-08-05,Europe,Musical Instruments,FZ-S,11,14084.93,154934.23
1314,2025-08-06,Asia-Pacific,Musical Instruments,Keyboard,9,11414.75,102732.75
1315,2025-08-07,North America,Marine Products,MT-15,13,14971.21,194625.73
1316,2025-08-08,India,Audio Equipment,Keyboard,6,13002.68,78016.08
1317,2025-08-09,Asia-Pacific,Motorcycles,FZ-S,7,10815.55,75708.85
1318,2025-08-10,India,Marine Products,MT-15,11,6750.79,74258.69
1319,2025-08-11,Japan,Audio Equipment,Keyboard,11,292.79,3220.69
1320,2025-08-12,Europe,Musical Instruments,Keyboard,14,17392.74,243498.36
1321,2025-08-13,Japan,Motorcycles,FZ-S,10,4735.74,47357.4
1322,2025-08-14,India,Musical Instruments,Piano,14,11233.22,157265.08
1323,2025-08-15,Asia-Pacific,Audio Equipment,Outboard Motor,3,11258.35,33775.05
1324,2025-08-16,Europe,Musical Instruments,Outboard Motor,1,11927.33,11927.33
1325,2025-08-17,Japan,Audio Equipment,R15,8,14083.9,112671.2
1326,2025-08-18,Japan,Marine Products,AV Receiver,11,5934.77,65282.47
1327,2025-08-19,North America,Marine Products,R15,1,8964.19,8964.19
1328,2025-08-20,Asia-Pacific,Motorcycles,FZ-S,10,5077.49,50774.9
1329,2025-08-21,North America,Motorcycles,Piano,14,12137.76,169928.64
1330,2025-08-22,India,Marine Products,Keyboard,9,5524.82,49723.38
1331,2025-08-23,Asia-Pacific,Motorcycles,Keyboard,12,1340.05,16080.6
1332,2025-08-24,Asia-Pacific,Motorcycles,Outboard Motor,9,4336.38,39027.42
1333,2025-08-25,North America,Musical Instruments,FZ-S,7,3552.2,24865.4
1334,2025-08-26,Europe,Motorcycles,R15,9,7469.24,67223.16
1335,2025-08-27,Japan,Musical Instruments,Guitar,12,11192.46,134309.52
1336,2025-08-28,Europe,Motorcycles,Keyboard,7,4825.22,33776.54
1337,2025-08-29,Asia-Pacific,Audio Equipment,FZ-S,11,17173.66,188910.26
1338,2025-08-30,Europe,Musical Instruments,Keyboard,14,7897.84,110569.76
1339,2025-08-31,North America,Musical Instruments,MT-15,13,3772.8,49046.4
1340,2025-09-01,Europe,Marine Products,FZ-S,3,14721.13,44163.39
1341,2025-09-02,Europe,Musical Instruments,Outboard Motor,10,8629.15,86291.5
1342,2025-09-03,Japan,Motorcycles,FZ-S,6,17155.28,102931.68
1343,2025-09-04,Asia-Pacific,Audio Equipment,Piano,9,5405.77,48651.93
1344,2025-09-05,North America,Musical Instruments,Outboard Motor,10,9638.86,96388.6
1345,2025-09-06,Japan,Audio Equipment,Guitar,9,5013.86,45124.74
1346,2025-09-07,Europe,Musical Instruments,MT-15,8,15145.82,121166.56
1347,2025-09-08,Japan,Audio Equipment,MT-15,4,15421.53,61686.12
1348,2025-09-09,Asia-Pacific,Marine Products,MT-15,9,8329.99,74969.91
1349,2025-09-10,North America,Marine Products,Guitar,5,16600.19,83000.95
1350,2025-09-11,Europe,Motorcycles,Keyboard,7,17015.94,119111.58
1351,2025-09-12,India,Musical Instruments,MT-15,10,363.17,3631.7
1352,2025-09-13,Japan,Musical Instruments,Outboard Motor,11,4664.01,51304.11
1353,2025-09-14,India,Musical Instruments,MT-15,10,13635.83,136358.3
1354,2025-09-15,North America,Marine Products,R15,9,12598.36,113385.24
1355,2025-09-16,Europe,Audio Equipment,Guitar,5,12281.7,61408.5
1356,2025-09-17,North America,Audio Equipment,Outboard Motor,12,12285.55,147426.6
1357,2025-09-18,North America,Motorcycles,Piano,12,4230.1,50761.2
1358,2025-09-19,North America,Marine Products,AV Receiver,1,14734.92,14734.92
1359,2025-09-20,Japan,Marine Products,AV Receiver,6,11100.98,66605.88
1360,2025-09-21,Europe,Audio Equipment,Keyboard,7,8055.93,56391.51
1361,2025-09-22,Japan,Marine Products,R15,7,16062.25,112435.75
1362,2025-09-23,India,Motorcycles,MT-15,10,16540.29,165402.9
1363,2025-09-24,Asia-Pacific,Marine Products,R15,6,11518.85,69113.1
1364,2025-09-25,Europe,Audio Equipment,Keyboard,2,13538.91,27077.82
1365,2025-09-26,India,Marine Products,Guitar,8,9049.79,72398.32
1366,2025-09-27,Europe,Marine Products,Keyboard,1,2187.54,2187.54
1367,2025-09-28,Japan,Marine Products,Outboard Motor,2,4082.37,8164.74
1368,2025-09-29,Japan,Musical Instruments,Keyboard,3,17473.63,52420.89
1369,2025-09-30,India,Audio Equipment,AV Receiver,8,3090.08,24720.64
1370,2025-10-01,Europe,Motorcycles,Keyboard,9,7327.12,65944.08
1371,2025-10-02,India,Musical Instruments,R15,1,13432.21,13432.21
1372,2025-10-03,India,Motorcycles,R15,2,10139.04,20278.08
1373,2025-10-04,Europe,Audio Equipment,Keyboard,14,8339.35,116750.9
1374,2025-10-05,Japan,Audio Equipment,Piano,13,7043.76,91568.88
1375,2025-10-06,Japan,Audio Equipment,R15,2,11519.62,23039.24
1376,2025-10-07,Europe,Motorcycles,FZ-S,4,15807.38,63229.52
1377,2025-10-08,India,Audio Equipment,Guitar,6,4992.53,29955.18
1378,2025-10-09,Europe,Audio Equipment,FZ-S,3,15639.4,46918.2
1379,2025-10-10,North America,Musical Instruments,Piano,12,14336.17,172034.04
1380,2025-10-11,Japan,Musical Instruments,Piano,5,6708.97,33544.85
1381,2025-10-12,Japan,Musical Instruments,FZ-S,10,377.49,3774.9
1382,2025-10-13,North America,Motorcycles,Outboard Motor,11,12234.93,134584.23
1383,2025-10-14,North America,Marine Products,Piano,8,2049.89,16399.12
1384,2025-10-15,Asia-Pacific,Motorcycles,MT-15,10,13202.55,132025.5
1385,2025-10-16,Japan,Marine Products,Piano,4,5316.44,21265.76
1386,2025-10-17,Europe,Marine Products,Outboard Motor,4,9896.92,39587.68
1387,2025-10-18,Europe,Audio Equipment,Guitar,3,7243.7,21731.1
1388,2025-10-19,North America,Marine Products,R15,2,871.33,1742.66
1389,2025-10-20,Asia-Pacific,Musical Instruments,Outboard Motor,6,11572.25,69433.5
1390,2025-10-21,Japan,Audio Equipment,R15,10,4067.0,40670.0
1391,2025-10-22,India,Marine Products,Keyboard,11,2198.58,24184.38
1392,2025-10-23,Europe,Marine Products,AV Receiver,1,5798.82,5798.82
1393,2025-10-24,Japan,Motorcycles,MT-15,4,13756.16,55024.64
1394,2025-10-25,North America,Audio Equipment,MT-15,9,3906.49,35158.41
1395,2025-10-26,North America,Marine Products,Guitar,7,5500.88,38506.16
1396,2025-10-27,Europe,Audio Equipment,MT-15,12,12413.06,148956.72
1397,2025-10-28,Asia-Pacific,Marine Products,MT-15,13,17694.98,230034.74
1398,2025-10-29,Europe,Musical Instruments,MT-15,8,10550.34,84402.72
1399,2025-10-30,Japan,Motorcycles,MT-15,7,12694.55,88861.85
1400,2025-10-31,India,Marine Products,FZ-S,4,3175.22,12700.88
1401,2025-11-01,Asia-Pacific,Marine Products,Piano,11,12477.08,137247.88
1402,2025-11-02,India,Musical Instruments,Keyboard,14,1654.07,23156.98
1403,2025-11-03,India,Audio Equipment,Piano,8,4951.48,39611.84
1404,2025-11-04,India,Motorcycles,Outboard Motor,14,16831.98,235647.72
1405,2025-11-05,Europe,Audio Equipment,Keyboard,5,11840.43,59202.15
1406,2025-11-06,Japan,Marine Products,MT-15,6,12892.66,77355.96
1407,2025-11-07,Asia-Pacific,Marine Products,FZ-S,11,13787.28,151660.08
1408,2025-11-08,Europe,Musical Instruments,Guitar,2,13603.41,27206.82
1409,2025-11-09,Europe,Marine Products,Keyboard,2,6702.46,13404.92
1410,2025-11-10,Japan,Musical Instruments,Outboard Motor,5,13729.88,68649.4
1411,2025-11-11,Asia-Pacific,Musical Instruments,R15,12,16351.07,196212.84
1412,2025-11-12,North America,Musical Instruments,Guitar,12,11643.51,139722.12
1413,2025-11-13,Europe,Motorcycles,R15,7,15959.14,111713.98
1414,2025-11-14,Asia-Pacific,Audio Equipment,Guitar,8,6383.17,51065.36
1415,2025-11-15,Japan,Audio Equipment,Guitar,5,10461.33,52306.65
1416,2025-11-16,North America,Motorcycles,Outboard Motor,10,14217.09,142170.9
1417,2025-11-17,India,Motorcycles,AV Receiver,13,9973.47,129655.11
1418,2025-11-18,North America,Audio Equipment,AV Receiver,14,7248.97,101485.58
1419,2025-11-19,India,Audio Equipment,AV Receiver,3,11829.19,35487.57
1420,2025-11-20,Japan,Motorcycles,Guitar,6,11179.26,67075.56
1421,2025-11-21,Asia-Pacific,Musical Instruments,Guitar,6,15906.3,95437.8
1422,2025-11-22,North America,Marine Products,R15,1,8218.12,8218.12
1423,2025-11-23,Asia-Pacific,Motorcycles,AV Receiver,9,14323.04,128907.36
1424,2025-11-24,Asia-Pacific,Marine Products,Keyboard,11,7925.19,87177.09
1425,2025-11-25,Japan,Musical Instruments,Outboard Motor,4,844.26,3377.04
1426,2025-11-26,North America,Audio Equipment,MT-15,6,10560.36,63362.16
1427,2025-11-27,Japan,Motorcycles,Outboard Motor,2,8422.38,16844.76
1428,2025-11-28,Europe,Marine Products,Guitar,12,17123.92,205487.04
1429,2025-11-29,North America,Marine Products,MT-15,9,15194.93,136754.37
1430,2025-11-30,Asia-Pacific,Motorcycles,AV Receiver,11,17670.22,194372.42
1431,2025-12-01,Europe,Marine Products,Guitar,5,12565.24,62826.2
1432,2025-12-02,India,Audio Equipment,AV Receiver,4,13113.41,52453.64
1433,2025-12-03,India,Musical Instruments,MT-15,13,17138.63,222802.19
1434,2025-12-04,India,Marine Products,AV Receiver,8,2860.96,22887.68
1435,2025-12-05,India,Musical Instruments,Piano,10,3084.34,30843.4
1436,2025-12-06,North America,Motorcycles,MT-15,14,11875.43,166256.02
1437,2025-12-07,India,Musical Instruments,MT-15,4,2013.34,8053.36
1438,2025-12-08,Japan,Audio Equipment,Piano,3,3543.99,10631.97
1439,2025-12-09,Asia-Pacific,Marine Products,MT-15,14,4951.05,69314.7
1440,2025-12-10,India,Marine Products,AV Receiver,6,11056.76,66340.56
1441,2025-12-11,Japan,Audio Equipment,AV Receiver,1,3762.96,3762.96
1442,2025-12-12,North America,Marine Products,MT-15,7,7965.88,55761.16
1443,2025-12-13,Japan,Marine Products,Outboard Motor,14,1778.74,24902.36
1444,2025-12-14,Asia-Pacific,Musical Instruments,Keyboard,7,11473.33,80313.31
1445,2025-12-15,Europe,Audio Equipment,AV Receiver,14,9255.98,129583.72
1446,2025-12-16,India,Audio Equipment,Keyboard,9,16388.1,147492.9
1447,2025-12-17,Japan,Audio Equipment,Guitar,11,8006.61,88072.71
1448,2025-12-18,India,Motorcycles,MT-15,1,11799.92,11799.92
1449,2025-12-19,Asia-Pacific,Audio Equipment,Keyboard,1,6069.53,6069.53
1450,2025-12-20,Europe,Audio Equipment,Keyboard,2,7852.8,15705.6
1451,2025-12-21,India,Musical Instruments,Guitar,5,16068.61,80343.05
1452,2025-12-22,Europe,Marine Products,R15,14,13314.73,186406.22
